source,msbf,age,d18O_raw,fullsp,d18O_species,d18O,origin,ref,notes
ODP 1210B,296.12,73.159,0.67,Nuttallides truempyi,0.87,0.87,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,296.35,73.189,0.58,Nuttallides truempyi,0.76,0.76,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,296.55,73.219,0.64,Nuttallides truempyi,0.83,0.83,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,296.75,73.239,0.74,Nuttallides truempyi,0.94,0.94,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,296.95,73.269,0.74,Nuttallides truempyi,0.94,0.94,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,297.12,73.299,0.58,Nuttallides truempyi,0.76,0.76,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,297.35,73.329,0.69,Nuttallides truempyi,0.89,0.89,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,297.45,73.339,0.64,Nuttallides truempyi,0.83,0.83,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,297.62,73.369,0.78,Nuttallides truempyi,0.99,0.99,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,297.86,73.649,0.48,Nuttallides truempyi,0.65,0.65,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,298.05,73.669,0.65,Nuttallides truempyi,0.84,0.84,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,298.23,73.679,0.7,Nuttallides truempyi,0.9,0.9,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,302.15,73.969,0.49,Nuttallides truempyi,0.66,0.66,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,302.55,73.999,0.49,Nuttallides truempyi,0.66,0.66,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,302.77,74.019,0.59,Nuttallides truempyi,0.78,0.78,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,302.85,74.019,0.28,Nuttallides truempyi,0.43,0.43,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,303.05,74.049,0.34,Nuttallides truempyi,0.49,0.49,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,303.25,74.069,0.29,Nuttallides truempyi,0.44,0.44,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,303.43,74.089,0.6,Nuttallides truempyi,0.79,0.79,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,303.65,74.109,0.63,Nuttallides truempyi,0.82,0.82,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,303.85,74.129,0.39,Nuttallides truempyi,0.55,0.55,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,303.98,74.149,0.59,Nuttallides truempyi,0.78,0.78,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,304.25,74.169,0.51,Nuttallides truempyi,0.69,0.69,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,304.35,74.189,0.38,Nuttallides truempyi,0.54,0.54,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,304.56,74.209,0.51,Nuttallides truempyi,0.69,0.69,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,304.75,74.229,0.51,Nuttallides truempyi,0.69,0.69,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,304.95,74.249,0.29,Nuttallides truempyi,0.44,0.44,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,305.15,74.269,0.53,Nuttallides truempyi,0.71,0.71,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,305.35,74.289,0.53,Nuttallides truempyi,0.71,0.71,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,305.57,74.309,0.44,Nuttallides truempyi,0.61,0.61,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,305.75,74.329,0.31,Nuttallides truempyi,0.46,0.46,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,306.45,74.389,0.59,Nuttallides truempyi,0.78,0.78,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,306.65,74.409,0.57,Nuttallides truempyi,0.75,0.75,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,306.85,74.419,0.28,Nuttallides truempyi,0.43,0.43,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,307.07,74.439,0.54,Nuttallides truempyi,0.72,0.72,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,307.25,74.459,0.5,Nuttallides truempyi,0.67,0.67,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,307.35,74.469,0.6,Nuttallides truempyi,0.79,0.79,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,307.55,74.489,0.44,Nuttallides truempyi,0.61,0.61,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,307.74,74.499,0.46,Nuttallides truempyi,0.63,0.63,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,310.65,74.749,0.22,Nuttallides truempyi,0.36,0.36,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,310.85,74.769,0.24,Nuttallides truempyi,0.38,0.38,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,311.05,74.789,0.44,Nuttallides truempyi,0.61,0.61,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,311.35,74.819,0.36,Nuttallides truempyi,0.52,0.52,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,311.55,74.829,0.11,Nuttallides truempyi,0.24,0.24,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,311.75,74.849,0.17,Nuttallides truempyi,0.3,0.3,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,312.55,74.919,0.07,Nuttallides truempyi,0.19,0.19,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,313.65,75.009,0.32,Nuttallides truempyi,0.47,0.47,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,314.55,75.089,0.04,Nuttallides truempyi,0.16,0.16,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,315.35,75.159,0.23,Nuttallides truempyi,0.37,0.37,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,315.85,75.209,0.4,Nuttallides truempyi,0.56,0.56,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,316.65,75.269,0.22,Nuttallides truempyi,0.36,0.36,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,319.05,75.479,0.17,Nuttallides truempyi,0.3,0.3,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,319.25,75.499,-0.05,Nuttallides truempyi,0.06,0.06,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,319.65,75.529,0,Nuttallides truempyi,0.11,0.11,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,319.85,75.549,0.06,Nuttallides truempyi,0.18,0.18,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,320.05,75.569,0,Nuttallides truempyi,0.11,0.11,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,320.15,75.579,0.24,Nuttallides truempyi,0.38,0.38,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,320.35,75.589,0.04,Nuttallides truempyi,0.16,0.16,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,320.75,75.629,0.09,Nuttallides truempyi,0.21,0.21,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,320.95,75.649,0.15,Nuttallides truempyi,0.28,0.28,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,321.35,75.679,0.3,Nuttallides truempyi,0.45,0.45,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,321.85,75.719,0.24,Nuttallides truempyi,0.38,0.38,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,322.25,75.759,0.2,Nuttallides truempyi,0.34,0.34,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,323.05,75.829,0.08,Nuttallides truempyi,0.2,0.2,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,323.75,75.889,0.1,Nuttallides truempyi,0.22,0.22,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,324.35,75.939,-0.06,Nuttallides truempyi,0.04,0.04,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,324.85,75.989,0.17,Nuttallides truempyi,0.3,0.3,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,325.25,76.019,0.01,Nuttallides truempyi,0.12,0.12,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,325.65,76.049,0.01,Nuttallides truempyi,0.12,0.12,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,326.05,76.089,0.06,Nuttallides truempyi,0.18,0.18,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,326.15,76.099,0.18,Nuttallides truempyi,0.31,0.31,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,326.55,76.129,0.13,Nuttallides truempyi,0.26,0.26,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,326.85,76.169,0.11,Nuttallides truempyi,0.24,0.24,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,328.35,76.289,0.36,Nuttallides truempyi,0.52,0.52,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,328.95,76.339,0.04,Nuttallides truempyi,0.16,0.16,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,329.45,76.409,0.31,Nuttallides truempyi,0.46,0.46,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,329.85,76.459,0.1,Nuttallides truempyi,0.22,0.22,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,330.35,76.519,0.08,Nuttallides truempyi,0.2,0.2,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,330.55,76.549,-0.12,Nuttallides truempyi,-0.02,-0.02,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,332.25,76.769,0.46,Nuttallides truempyi,0.63,0.63,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,332.65,76.819,0.3,Nuttallides truempyi,0.45,0.45,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,332.75,76.829,0.29,Nuttallides truempyi,0.44,0.44,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,332.95,76.859,0.52,Nuttallides truempyi,0.7,0.7,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,333.15,76.879,0.07,Nuttallides truempyi,0.19,0.19,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,333.35,76.909,-0.02,Nuttallides truempyi,0.09,0.09,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,333.55,76.939,0.04,Nuttallides truempyi,0.16,0.16,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,334.85,77.099,-0.13,Nuttallides truempyi,-0.03,-0.03,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,335.05,77.129,0.31,Nuttallides truempyi,0.46,0.46,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,335.25,77.149,0.32,Nuttallides truempyi,0.47,0.47,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,335.75,77.219,0.5,Nuttallides truempyi,0.67,0.67,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,335.95,77.239,0.64,Nuttallides truempyi,0.83,0.83,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,336.35,77.289,0.45,Nuttallides truempyi,0.62,0.62,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,336.55,77.319,0.35,Nuttallides truempyi,0.51,0.51,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,337.25,77.409,0.23,Nuttallides truempyi,0.37,0.37,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,338.05,77.509,-0.04,Nuttallides truempyi,0.07,0.07,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,338.75,77.599,0.34,Nuttallides truempyi,0.49,0.49,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,339.55,77.699,0.27,Nuttallides truempyi,0.42,0.42,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,340.55,77.829,-0.09,Nuttallides truempyi,0.01,0.01,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,341.35,77.939,0.14,Nuttallides truempyi,0.27,0.27,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,341.55,77.959,0.07,Nuttallides truempyi,0.19,0.19,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,342.05,78.029,0.14,Nuttallides truempyi,0.27,0.27,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,342.25,78.049,0.08,Nuttallides truempyi,0.2,0.2,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,342.85,78.129,0.41,Nuttallides truempyi,0.57,0.57,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,343.55,78.219,0.04,Nuttallides truempyi,0.16,0.16,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,344.15,78.289,0.11,Nuttallides truempyi,0.24,0.24,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,344.35,78.319,-0.03,Nuttallides truempyi,0.08,0.08,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,349.15,78.929,0.06,Nuttallides truempyi,0.18,0.18,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,349.95,79.039,0.2,Nuttallides truempyi,0.34,0.34,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,350.65,79.129,0.29,Nuttallides truempyi,0.44,0.44,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,351.05,79.179,0.38,Nuttallides truempyi,0.54,0.54,"Jung et al., 2013","Jung et al., 2013",
ODP 1210B,351.25,79.209,0.13,Nuttallides truempyi,0.26,0.26,"Jung et al., 2013","Jung et al., 2013",
U1348A,84.315,73.027,0.68,Aragonia,0.4,0.4,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.415,73.145,0.613,Aragonia,0.333,0.33,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.515,73.262,0.568,Aragonia,0.288,0.29,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.615,73.38,0.531,Aragonia,0.251,0.25,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.715,73.497,0.525,Aragonia,0.245,0.25,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.815,73.615,0.578,Aragonia,0.298,0.3,"Ando et al., 2013","Ando et al., 2013",
U1348A,85.015,79.766,0.196,Aragonia,-0.084,-0.08,"Ando et al., 2013","Ando et al., 2013",
U1348A,85.115,80.355,0.155,Aragonia,-0.125,-0.13,"Ando et al., 2013","Ando et al., 2013",
U1348A,85.195,80.952,0.01,Aragonia,-0.27,-0.27,"Ando et al., 2013","Ando et al., 2013",
U1348A,85.365,83.44,-0.376,Aragonia,-0.656,-0.66,"Ando et al., 2013","Ando et al., 2013",
U1348A,85.415,83.64,-0.28,Aragonia,-0.56,-0.56,"Ando et al., 2013","Ando et al., 2013",
U1348A,85.495,83.84,-0.484,Aragonia,-0.764,-0.76,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.315,73.027,0.254,Nuttallides,0.398,0.4,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.515,73.262,0.311,Nuttallides,0.461,0.46,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.615,73.38,0.647,Oridorsalis,0.367,0.37,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.815,73.615,0.438,Oridorsalis,0.158,0.16,"Ando et al., 2013","Ando et al., 2013",
U1348A,85.015,79.766,0.206,Oridorsalis,-0.074,-0.07,"Ando et al., 2013","Ando et al., 2013",
U1348A,85.295,83.24,-0.336,Oridorsalis,-0.616,-0.62,"Ando et al., 2013","Ando et al., 2013",
U1348A,85.415,83.64,-0.297,Oridorsalis,-0.577,-0.58,"Ando et al., 2013","Ando et al., 2013",
U1348A,85.495,83.84,-0.456,Oridorsalis,-0.736,-0.74,"Ando et al., 2013","Ando et al., 2013",
U1348A,85.015,79.766,0.205,Osangularia,0.205,0.2,"Ando et al., 2013","Ando et al., 2013",
U1348A,85.195,80.952,0.019,Osangularia,0.019,0.02,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.315,73.027,0.214,Paralabamina hillebrandti,0.214,0.21,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.515,73.262,0.16,Paralabamina hillebrandti,0.16,0.16,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.615,73.38,0.174,Paralabamina hillebrandti,0.174,0.17,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.715,73.497,0.201,Paralabamina hillebrandti,0.201,0.2,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.915,73.72,0.066,Paralabamina hillebrandti,0.066,0.07,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.415,73.145,0.196,Sliterella,0.196,0.2,"Ando et al., 2013","Ando et al., 2013",
U1348A,84.715,73.497,0.137,Sliterella,0.137,0.14,"Ando et al., 2013","Ando et al., 2013",
